Fiscal Year,Fiscal Quarter,Fiscal Month,Email Program Name,Sent,Bounced,Delivered,Delivered%,Opens,Open Rate%,Clicks,CTR%,Link Clicks,Marketing Play,Play Num,Solution Area,Solution Area Num,Marketing Play Product,Product Num,Row#
FY22,FY22-Q1,8/1/2021 0:00,,"10,763",472,"10,291",95.61%,"2,749",26.71%,318,3.09%,473,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1614
FY22,FY22-Q1,8/1/2021 0:00,,"14,046",227,"13,819",98.38%,"2,315",16.75%,91,0.66%,126,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1613
FY22,FY22-Q1,8/1/2021 0:00,,"6,112",302,"5,810",95.06%,"1,383",23.80%,70,1.20%,92,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1612
FY22,FY22-Q1,8/1/2021 0:00,,"29,483",735,"28,748",97.51%,"6,340",22.05%,408,1.42%,600,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,992
FY22,FY22-Q1,8/1/2021 0:00,,"22,643","2,524","20,119",88.85%,"3,326",16.53%,230,1.14%,333,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,991
FY22,FY22-Q1,8/1/2021 0:00,,"29,063",827,"28,236",97.15%,"5,372",19.03%,651,2.31%,"1,271",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,990
FY22,FY22-Q1,8/1/2021 0:00,,"29,274","2,888","26,386",90.13%,"4,834",18.32%,504,1.91%,753,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,989
FY22,FY22-Q1,8/1/2021 0:00,,"30,882","1,834","29,048",94.06%,"4,825",16.61%,421,1.45%,596,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,988
FY22,FY22-Q1,8/1/2021 0:00,,"4,463",86,"4,377",98.07%,899,20.54%,62,1.42%,85,Surface Broad Reach,25,Modern Work,6,Surface,11,462
FY22,FY22-Q1,8/1/2021 0:00,,"2,756",40,"2,716",98.55%,493,18.15%,20,0.74%,26,Surface Broad Reach,25,Modern Work,6,Surface,11,461
FY22,FY22-Q1,8/1/2021 0:00,,"59,224","2,439","56,785",95.88%,"7,949",14.00%,321,0.57%,429,Refresh Your Devices,26,Modern Work,6,Surface,11,332
FY22,FY22-Q1,8/1/2021 0:00,,"49,673","2,362","47,311",95.24%,"7,265",15.36%,192,0.41%,262,Refresh Your Devices,26,Modern Work,6,Surface,11,331
FY22,FY22-Q1,8/1/2021 0:00,,"19,032",526,"18,506",97.24%,"4,087",22.08%,211,1.14%,310,Refresh Your Devices,26,Modern Work,6,Surface,11,330
FY22,FY22-Q1,8/1/2021 0:00,,"60,938","4,472","56,466",92.66%,"7,461",13.21%,217,0.38%,283,Refresh Your Devices,26,Modern Work,6,Surface,11,329
FY22,FY22-Q1,8/1/2021 0:00,,"11,042",621,"10,421",94.38%,"2,052",19.69%,97,0.93%,129,Refresh Your Devices,26,Modern Work,6,Surface,11,328
FY22,FY22-Q1,8/1/2021 0:00,,"38,276","2,649","35,627",93.08%,"4,707",13.21%,136,0.38%,205,Refresh Your Devices,26,Modern Work,6,Surface,11,327
FY22,FY22-Q1,7/1/2021 0:00,,"61,074","3,893","57,181",93.63%,"10,788",18.87%,721,1.26%,"1,077",Innovate with AI,1,Data and AI,2,Azure,1,5347
FY22,FY22-Q1,7/1/2021 0:00,,"53,978","2,371","51,607",95.61%,"8,670",16.80%,386,0.75%,550,Innovate with AI,1,Data and AI,2,Azure,1,5346
FY22,FY22-Q1,7/1/2021 0:00,,"80,579","2,042","78,537",97.47%,"15,958",20.32%,774,0.99%,"1,152",Win with Analytics,2,Data and AI,2,Azure,1,5153
FY22,FY22-Q1,7/1/2021 0:00,,"77,913","3,274","74,639",95.80%,"11,529",15.45%,869,1.16%,"1,248",Win with Analytics,2,Data and AI,2,Azure,1,5152
FY22,FY22-Q1,7/1/2021 0:00,,"80,785","3,250","77,535",95.98%,"15,451",19.93%,"1,022",1.32%,"1,497",Win with Analytics,2,Data and AI,2,Azure,1,5151
FY22,FY22-Q1,7/1/2021 0:00,,"76,836","1,460","75,376",98.10%,"14,145",18.77%,690,0.92%,977,Win with Analytics,2,Data and AI,2,Azure,1,5150
FY22,FY22-Q1,7/1/2021 0:00,,"68,965","2,951","66,014",95.72%,"9,784",14.82%,813,1.23%,"1,191",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4691
FY22,FY22-Q1,7/1/2021 0:00,,"27,962","1,045","26,917",96.26%,"6,930",25.75%,333,1.24%,462,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4690
FY22,FY22-Q1,7/1/2021 0:00,,"45,857","1,283","44,574",97.20%,"9,746",21.86%,693,1.55%,981,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4688
FY22,FY22-Q1,7/1/2021 0:00,,"31,964",753,"31,211",97.64%,"5,935",19.02%,313,1.00%,392,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4386
FY22,FY22-Q1,7/1/2021 0:00,,"60,803","2,795","58,008",95.40%,"12,474",21.50%,894,1.54%,"1,400",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4385
FY22,FY22-Q1,7/1/2021 0:00,,"60,998","5,393","55,605",91.16%,"8,901",16.01%,262,0.47%,354,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3996
FY22,FY22-Q1,7/1/2021 0:00,,"61,532","4,320","57,212",92.98%,"9,810",17.15%,271,0.47%,389,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3995
FY22,FY22-Q1,7/1/2021 0:00,,"35,250","2,496","32,754",92.92%,"5,267",16.08%,228,0.70%,326,Enable Always-On Service,21,Business Applications,1,Dynamics 365,2,3751
FY22,FY22-Q1,7/1/2021 0:00,,"52,857",730,"52,127",98.62%,"9,774",18.75%,682,1.31%,959,Drive DevOps Adoption,29,Digital and Application Innovation,3,Azure,1,3565
FY22,FY22-Q1,7/1/2021 0:00,,"35,946","3,863","32,083",89.25%,"5,592",17.43%,179,0.56%,253,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3494
FY22,FY22-Q1,7/1/2021 0:00,,"30,095","1,979","28,116",93.42%,"4,784",17.02%,134,0.48%,213,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3493
FY22,FY22-Q1,7/1/2021 0:00,,"14,024",508,"13,516",96.38%,"2,773",20.52%,241,1.78%,347,Employee Experience,7,Modern Work,6,Microsoft 365,4,3198
FY22,FY22-Q1,7/1/2021 0:00,,"17,328","1,077","16,251",93.78%,"3,348",20.60%,159,0.98%,259,Employee Experience,7,Modern Work,6,Microsoft 365,4,3197
FY22,FY22-Q1,7/1/2021 0:00,,"85,606","1,632","83,974",98.09%,"17,088",20.35%,"1,562",1.86%,"2,588",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3010
FY22,FY22-Q1,7/1/2021 0:00,,"5,266",96,"5,170",98.18%,"1,440",27.85%,94,1.82%,136,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3009
FY22,FY22-Q1,7/1/2021 0:00,,"5,681",90,"5,591",98.42%,"1,171",20.94%,105,1.88%,168,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3008
FY22,FY22-Q1,7/1/2021 0:00,,"47,346","1,746","45,600",96.31%,"10,908",23.92%,392,0.86%,561,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3007
FY22,FY22-Q1,7/1/2021 0:00,,"50,959","1,081","49,878",97.88%,"11,671",23.40%,306,0.61%,392,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3006
FY22,FY22-Q1,7/1/2021 0:00,,"15,116",496,"14,620",96.72%,"2,586",17.69%,149,1.02%,250,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2414
FY22,FY22-Q1,7/1/2021 0:00,,"22,936","1,735","21,201",92.44%,"3,701",17.46%,193,0.91%,343,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2413
FY22,FY22-Q1,7/1/2021 0:00,,"41,942","1,463","40,479",96.51%,"9,532",23.55%,979,2.42%,"1,526",Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2412
FY22,FY22-Q1,7/1/2021 0:00,,"17,697","1,098","16,599",93.80%,"2,893",17.43%,136,0.82%,222,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2411
FY22,FY22-Q1,7/1/2021 0:00,,"75,718","1,479","74,239",98.05%,"14,060",18.94%,494,0.67%,679,Modernize NET and Java Apps,23,Digital and Application Innovation,3,Azure,1,1854
FY22,FY22-Q1,7/1/2021 0:00,,"82,766","1,834","80,932",97.78%,"16,089",19.88%,427,0.53%,590,Modernize NET and Java Apps,23,Digital and Application Innovation,3,Azure,1,1853
FY22,FY22-Q1,7/1/2021 0:00,,"20,231","1,177","19,054",94.18%,"3,305",17.35%,216,1.13%,326,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1631
FY22,FY22-Q1,7/1/2021 0:00,,"12,144",277,"11,867",97.72%,"2,159",18.19%,126,1.06%,190,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1630
FY22,FY22-Q1,7/1/2021 0:00,,"24,071",373,"23,698",98.45%,"4,779",20.17%,325,1.37%,469,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1629
FY22,FY22-Q1,7/1/2021 0:00,,"23,390",351,"23,039",98.50%,"4,857",21.08%,384,1.67%,573,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1628
FY22,FY22-Q1,7/1/2021 0:00,,"19,556","1,243","18,313",93.64%,"3,656",19.96%,201,1.10%,333,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1627
FY22,FY22-Q1,7/1/2021 0:00,,"57,103","1,675","55,428",97.07%,"12,318",22.22%,564,1.02%,837,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1626
FY22,FY22-Q1,7/1/2021 0:00,,"6,615",619,"5,996",90.64%,963,16.06%,53,0.88%,100,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1625
FY22,FY22-Q1,7/1/2021 0:00,,"30,571","1,379","29,192",95.49%,"5,536",18.96%,620,2.12%,956,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,999
FY22,FY22-Q1,7/1/2021 0:00,,"30,759","1,645","29,114",94.65%,"5,943",20.41%,786,2.70%,"1,318",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,998
FY22,FY22-Q1,7/1/2021 0:00,,"34,851","1,356","33,495",96.11%,"6,465",19.30%,980,2.93%,"1,689",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,997
FY22,FY22-Q1,7/1/2021 0:00,,"28,869",723,"28,146",97.50%,"4,798",17.05%,439,1.56%,683,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,996
FY22,FY22-Q1,7/1/2021 0:00,,"25,039","1,132","23,907",95.48%,"5,807",24.29%,353,1.48%,528,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,995
FY22,FY22-Q1,7/1/2021 0:00,,"28,581","1,711","26,870",94.01%,"4,841",18.02%,512,1.91%,959,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,994
FY22,FY22-Q1,7/1/2021 0:00,,"29,917",571,"29,346",98.09%,"6,126",20.88%,416,1.42%,560,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,993
FY22,FY22-Q1,7/1/2021 0:00,,"32,420","1,375","31,045",95.76%,"5,390",17.36%,302,0.97%,394,Surface Broad Reach,25,Modern Work,6,Surface,11,465
FY22,FY22-Q1,7/1/2021 0:00,,"5,729",241,"5,488",95.79%,"1,351",24.62%,68,1.24%,81,Surface Broad Reach,25,Modern Work,6,Surface,11,464
FY22,FY22-Q1,7/1/2021 0:00,,"13,414",783,"12,631",94.16%,"2,226",17.62%,107,0.85%,132,Surface Broad Reach,25,Modern Work,6,Surface,11,463
FY22,FY22-Q1,7/1/2021 0:00,,"62,745","4,629","58,116",92.62%,"8,857",15.24%,396,0.68%,586,Refresh Your Devices,26,Modern Work,6,Surface,11,334
FY22,FY22-Q1,7/1/2021 0:00,,"60,340","3,591","56,749",94.05%,"8,364",14.74%,291,0.51%,426,Refresh Your Devices,26,Modern Work,6,Surface,11,333
FY21,FY21-Q4,6/1/2021 0:00,,"66,225","1,183","65,042",98.21%,"13,730",21.11%,776,1.19%,"1,061",Win with Analytics,2,Data and AI,2,Azure,1,5207
FY21,FY21-Q4,6/1/2021 0:00,,"56,548","1,083","55,465",98.08%,"10,865",19.59%,426,0.77%,607,Win with Analytics,2,Data and AI,2,Azure,1,5206
FY21,FY21-Q4,6/1/2021 0:00,,"79,335","1,508","77,827",98.10%,"14,236",18.29%,627,0.81%,840,Win with Analytics,2,Data and AI,2,Azure,1,5205
FY21,FY21-Q4,6/1/2021 0:00,,"60,498",926,"59,572",98.47%,"10,522",17.66%,778,1.31%,"1,073",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4719
FY21,FY21-Q4,6/1/2021 0:00,,"16,308",338,"15,970",97.93%,"3,062",19.17%,99,0.62%,118,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4718
FY21,FY21-Q4,6/1/2021 0:00,,"61,054","1,364","59,690",97.77%,"11,720",19.63%,675,1.13%,"1,075",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4717
FY21,FY21-Q4,6/1/2021 0:00,,"60,442","1,570","58,872",97.40%,"11,389",19.35%,607,1.03%,807,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4716
FY21,FY21-Q4,6/1/2021 0:00,,"13,783",399,"13,384",97.11%,"2,373",17.73%,111,0.83%,130,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4403
FY21,FY21-Q4,6/1/2021 0:00,,"69,601","3,583","66,018",94.85%,"11,435",17.32%,774,1.17%,"1,093",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4402
FY21,FY21-Q4,6/1/2021 0:00,,"81,507","1,474","80,033",98.19%,"14,481",18.09%,"1,086",1.36%,"1,613",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4401
FY21,FY21-Q4,6/1/2021 0:00,,"55,452","1,939","53,513",96.50%,"11,551",21.59%,635,1.19%,886,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4400
FY21,FY21-Q4,6/1/2021 0:00,,"38,362","1,000","37,362",97.39%,"7,961",21.31%,427,1.14%,531,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4399
FY21,FY21-Q4,6/1/2021 0:00,,"78,289","1,401","76,888",98.21%,"12,321",16.02%,685,0.89%,959,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4398
FY21,FY21-Q4,6/1/2021 0:00,,"21,423",144,"21,279",99.33%,"4,788",22.50%,137,0.64%,169,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4029
FY21,FY21-Q4,6/1/2021 0:00,,"29,884","1,697","28,187",94.32%,"4,511",16.00%,88,0.31%,124,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4028
FY21,FY21-Q4,6/1/2021 0:00,,"32,472",397,"32,075",98.78%,"8,020",25.00%,660,2.06%,"1,025",Developer Engagement,4,Digital and Application Innovation,3,Azure,1,3636
FY21,FY21-Q4,6/1/2021 0:00,,"39,691","1,395","38,296",96.49%,"7,702",20.11%,526,1.37%,728,Drive DevOps Adoption,29,Digital and Application Innovation,3,Azure,1,3570
FY21,FY21-Q4,6/1/2021 0:00,,"53,453",587,"52,866",98.90%,"10,307",19.50%,913,1.73%,"1,210",Drive DevOps Adoption,29,Digital and Application Innovation,3,Azure,1,3569
FY21,FY21-Q4,6/1/2021 0:00,,"26,973","2,319","24,654",91.40%,"3,808",15.45%,158,0.64%,212,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3498
FY21,FY21-Q4,6/1/2021 0:00,,"10,529",377,"10,152",96.42%,"1,893",18.65%,111,1.09%,178,Employee Experience,7,Modern Work,6,Microsoft 365,4,3209
FY21,FY21-Q4,6/1/2021 0:00,,"12,787",483,"12,304",96.22%,"2,788",22.66%,95,0.77%,109,Financial Services,30,Digital Transformation and Industry,4,Financial Services,13,3113
FY21,FY21-Q4,6/1/2021 0:00,,"41,181",397,"40,784",99.04%,"10,867",26.65%,731,1.79%,"1,004",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3037
FY21,FY21-Q4,6/1/2021 0:00,,"49,652","1,032","48,620",97.92%,"8,972",18.45%,572,1.18%,929,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3036
FY21,FY21-Q4,6/1/2021 0:00,,"43,094",537,"42,557",98.75%,"11,698",27.49%,604,1.42%,711,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3035
FY21,FY21-Q4,6/1/2021 0:00,,"43,506","1,921","41,585",95.58%,"10,069",24.21%,727,1.75%,992,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3034
FY21,FY21-Q4,6/1/2021 0:00,,242,2,240,99.17%,56,23.33%,6,2.50%,9,Healthcare,31,Digital Transformation and Industry,4,Healthcare,14,2514
FY21,FY21-Q4,6/1/2021 0:00,,"20,463",457,"20,006",97.77%,"3,911",19.55%,316,1.58%,518,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2458
FY21,FY21-Q4,6/1/2021 0:00,,"15,084",679,"14,405",95.50%,"2,539",17.63%,142,0.99%,248,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2457
FY21,FY21-Q4,6/1/2021 0:00,,"1,542",89,"1,453",94.23%,405,27.87%,53,3.65%,147,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2456
FY21,FY21-Q4,6/1/2021 0:00,,"15,232",402,"14,830",97.36%,"2,577",17.38%,143,0.96%,256,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2455
FY21,FY21-Q4,6/1/2021 0:00,,"42,396",838,"41,558",98.02%,"9,201",22.14%,490,1.18%,785,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2454
FY21,FY21-Q4,6/1/2021 0:00,,"15,472",506,"14,966",96.73%,"2,559",17.10%,134,0.90%,186,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2453
FY21,FY21-Q4,6/1/2021 0:00,,"44,701",659,"44,042",98.53%,"5,252",11.92%,390,0.89%,516,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2452
FY21,FY21-Q4,6/1/2021 0:00,,"17,086",325,"16,761",98.10%,"2,937",17.52%,163,0.97%,234,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2451
FY21,FY21-Q4,6/1/2021 0:00,,90,5,85,94.44%,23,27.06%,2,2.35%,2,Manufacturing,32,Digital Transformation and Industry,4,Manufacturing,15,1871
FY21,FY21-Q4,6/1/2021 0:00,,"16,646",360,"16,286",97.84%,"3,120",19.16%,81,0.50%,118,Modernize NET and Java Apps,23,Digital and Application Innovation,3,Azure,1,1857
FY21,FY21-Q4,6/1/2021 0:00,,"17,286",274,"17,012",98.41%,"2,918",17.15%,208,1.22%,284,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1665
FY21,FY21-Q4,6/1/2021 0:00,,"84,187","1,352","82,835",98.39%,"16,230",19.59%,843,1.02%,"1,208",Modernize Security and Defend Against Threats,12,Security,8,Security,5,1664
FY21,FY21-Q4,6/1/2021 0:00,,"19,785",192,"19,593",99.03%,"3,586",18.30%,265,1.35%,362,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1663
FY21,FY21-Q4,6/1/2021 0:00,,"23,546","1,136","22,410",95.18%,"3,054",13.63%,290,1.29%,450,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1662
FY21,FY21-Q4,6/1/2021 0:00,,"44,575","1,166","43,409",97.38%,"8,773",20.21%,559,1.29%,820,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1661
FY21,FY21-Q4,6/1/2021 0:00,,66,1,65,98.48%,14,21.54%,,,0,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1660
FY21,FY21-Q4,6/1/2021 0:00,,"2,098",81,"2,017",96.14%,301,14.92%,5,0.25%,9,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1659
FY21,FY21-Q4,6/1/2021 0:00,,377,5,372,98.67%,89,23.92%,3,0.81%,4,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1658
FY21,FY21-Q4,6/1/2021 0:00,,"3,208",94,"3,114",97.07%,457,14.68%,16,0.51%,27,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1657
FY21,FY21-Q4,6/1/2021 0:00,,"25,715",751,"24,964",97.08%,"4,466",17.89%,250,1.00%,403,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1656
FY21,FY21-Q4,6/1/2021 0:00,,"26,585",317,"26,268",98.81%,"6,235",23.74%,369,1.40%,502,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1033
